address,orientation,bearing,nearest_road,road_distance_m
179 DEEPWATER ROAD,Unknown,,,0.01
"UNIT 2, 34 NAROOMA ROAD",Unknown,,,0.0
"UNIT 17A, 71-77 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 129, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 215, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 4, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 50, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 10, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 10, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 11, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 12, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 13, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 14, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 16, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 16, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 17, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 18, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 18, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 19, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 19, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 20, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 21, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 23, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 24, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 24, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 26, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 26, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 27, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 27, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 29, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 29, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 2, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 31, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 31, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 32, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 32, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 33, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 33, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 34, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 34, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 35, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 36, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 37, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 37, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 39, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 3, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 40, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 41, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 42, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 45, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 47, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 47, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 48, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 49, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 53, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 53, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 54, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 55, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 56, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 57, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 5, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 6, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 7, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 7, 5-15 BOUNDARY STREET",Unknown,,,0.03
"UNIT 9, 17-25 BOUNDARY STREET",Unknown,,,0.03
"UNIT 102, 9 VICTORIA STREET",Unknown,,,0.03
4 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
147 EASTERN VALLEY WAY,Unknown,,,0.01
149 EASTERN VALLEY WAY,Unknown,,,0.01
6 HARBOUR LANE,Unknown,,Harold Reid Foreshore Track,0.0
"UNIT 7, 46 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 1, 46 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 8, 46 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 3, 46 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 1, 2A TUNKS STREET",Unknown,,Sailors Bay Track,0.0
124B PACIFIC HIGHWAY,Unknown,,,0.04
126 PACIFIC HIGHWAY,Unknown,,,0.04
78A PACIFIC HIGHWAY,Unknown,,,0.03
"UNIT 2, 33 CAMBRIDGE STREET",Unknown,,,0.01
7 HARBOUR LANE,Unknown,,Harold Reid Foreshore Track,0.0
"UNIT 1, 212 EASTERN VALLEY WAY",Unknown,,,0.0
"UNIT 3, 212 EASTERN VALLEY WAY",Unknown,,,0.0
"UNIT 2, 82-84 EDINBURGH ROAD",Unknown,,Eastern Valley Way,0.0
"UNIT 3, 82-84 EDINBURGH ROAD",Unknown,,Eastern Valley Way,0.0
"UNIT 4, 82-84 EDINBURGH ROAD",Unknown,,Eastern Valley Way,0.0
"UNIT 1, 108 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 1, 79 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 2, 108 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 2, 54 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"SHOP 4, 108 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"SUITE 7, 108 PENSHURST STREET",Unknown,,Warners Avenue,0.01
106 PENSHURST STREET,Unknown,,Warners Avenue,0.01
112 PENSHURST STREET,Unknown,,Warners Avenue,0.01
116 PENSHURST STREET,Unknown,,Warners Avenue,0.01
118 PENSHURST STREET,Unknown,,Warners Avenue,0.01
130 PENSHURST STREET,Unknown,,Warners Avenue,0.01
56 PENSHURST STREET,Unknown,,Warners Avenue,0.01
61 PENSHURST STREET,Unknown,,Warners Avenue,0.01
"UNIT 10, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 12, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 13, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 14, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 16, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 17, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 18, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 19, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 20, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 22, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 24, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"SHOP 2, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"SHOP 3, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"SHOP 4, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 6, 56-58 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
120A EASTERN VALLEY WAY,Unknown,,,0.0
118 EASTERN VALLEY WAY,Unknown,,,0.0
171 HIGH STREET,Unknown,,,0.01
31 ALEXANDER AVENUE,Unknown,,,0.01
3 ALEXANDER AVENUE,Unknown,,,0.01
29 ALEXANDER AVENUE,Unknown,,,0.01
28 ALEXANDER AVENUE,Unknown,,,0.01
26 ALEXANDER AVENUE,Unknown,,,0.01
25 ALEXANDER AVENUE,Unknown,,,0.01
23 ALEXANDER AVENUE,Unknown,,,0.01
20 ALEXANDER AVENUE,Unknown,,,0.01
28 CAMBRIDGE STREET,Unknown,,,0.01
25 CAMBRIDGE STREET,Unknown,,,0.01
24 CAMBRIDGE STREET,Unknown,,,0.01
167 HIGH STREET,Unknown,,,0.01
165 HIGH STREET,Unknown,,,0.01
163 HIGH STREET,Unknown,,,0.01
157 HIGH STREET,Unknown,,,0.01
145 HIGH STREET,Unknown,,,0.01
32 CAMBRIDGE STREET,Unknown,,,0.01
29 CAMBRIDGE STREET,Unknown,,,0.01
64 STRATHALLEN AVENUE,Unknown,,Morotai Crescent,0.01
"UNIT 66, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
8 WINDSOR ROAD,Unknown,,Warners Avenue,0.0
27 SPEARMAN STREET,Unknown,,,0.03
34 NEVILLE STREET,Unknown,,,0.01
3A NEVILLE STREET,Unknown,,,0.01
28 NEVILLE STREET,Unknown,,,0.01
25 HOLLYWOOD CRESCENT,Unknown,,Warners Avenue,0.01
24 HOLLYWOOD CRESCENT,Unknown,,Warners Avenue,0.01
23 HOLLYWOOD CRESCENT,Unknown,,Warners Avenue,0.01
21 HOLLYWOOD CRESCENT,Unknown,,Warners Avenue,0.01
20 HOLLYWOOD CRESCENT,Unknown,,Warners Avenue,0.01
39 ALEXANDER AVENUE,Unknown,,,0.01
38 ALEXANDER AVENUE,Unknown,,,0.01
9 THE QUARTERDECK,Unknown,,Harold Reid Foreshore Track,0.0
16 EATON STREET,Unknown,,Warners Avenue,0.01
18 EATON STREET,Unknown,,Warners Avenue,0.01
19 EATON STREET,Unknown,,Warners Avenue,0.01
2 EATON STREET,Unknown,,Warners Avenue,0.01
20 EATON STREET,Unknown,,Warners Avenue,0.01
22 EATON STREET,Unknown,,Warners Avenue,0.01
23 EATON STREET,Unknown,,Warners Avenue,0.01
10 LUCKNOW STREET,Unknown,,Warners Avenue,0.01
12 LUCKNOW STREET,Unknown,,Warners Avenue,0.01
13 LUCKNOW STREET,Unknown,,Warners Avenue,0.01
14 LUCKNOW STREET,Unknown,,Warners Avenue,0.01
16 LUCKNOW STREET,Unknown,,Warners Avenue,0.01
17 LUCKNOW STREET,Unknown,,Warners Avenue,0.01
19 LUCKNOW STREET,Unknown,,Warners Avenue,0.01
2A THE OUTPOST,Unknown,,Sailors Bay Track,0.0
25 EATON STREET,Unknown,,Warners Avenue,0.01
26 EATON STREET,Unknown,,Warners Avenue,0.01
3 EATON STREET,Unknown,,Warners Avenue,0.01
63 ARTARMON ROAD,Unknown,,Warners Avenue,0.02
44 EATON STREET,Unknown,,Warners Avenue,0.01
8 EATON STREET,Unknown,,Warners Avenue,0.01
14 EDINBURGH ROAD,Unknown,,Warners Avenue,0.0
4A EDINBURGH ROAD,Unknown,,Warners Avenue,0.0
208 SYDNEY STREET,Unknown,,,0.01
206 SYDNEY STREET,Unknown,,,0.01
202 SYDNEY STREET,Unknown,,,0.01
194 SYDNEY STREET,Unknown,,,0.01
190 SYDNEY STREET,Unknown,,,0.01
186 SYDNEY STREET,Unknown,,,0.01
182 SYDNEY STREET,Unknown,,,0.01
180 SYDNEY STREET,Unknown,,,0.01
178 SYDNEY STREET,Unknown,,,0.01
172 SYDNEY STREET,Unknown,,,0.01
170 SYDNEY STREET,Unknown,,,0.01
117 HIGH STREET,Unknown,,Warners Avenue,0.01
115 HIGH STREET,Unknown,,Warners Avenue,0.01
113 HIGH STREET,Unknown,,Warners Avenue,0.01
212 EASTERN VALLEY WAY,Unknown,,,0.0
208 EASTERN VALLEY WAY,Unknown,,,0.0
"UNIT 2, 125 EASTERN VALLEY WAY",Unknown,,,0.0
76 TYNESIDE AVENUE,Unknown,,,0.01
206 EASTERN VALLEY WAY,Unknown,,,0.0
202 EASTERN VALLEY WAY,Unknown,,,0.0
152 EASTERN VALLEY WAY,Unknown,,Sunnyside Crescent,0.0
50 HOLLYWOOD CRESCENT,Unknown,,Warners Avenue,0.01
6 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
20 THE POSTERN,Unknown,,The Postern,0.0
44 HOLLYWOOD CRESCENT,Unknown,,Warners Avenue,0.01
13 HOLLYWOOD CRESCENT,Unknown,,Warners Avenue,0.01
12 HOLLYWOOD CRESCENT,Unknown,,Warners Avenue,0.01
10 HOLLYWOOD CRESCENT,Unknown,,Warners Avenue,0.01
99 HIGH STREET,Unknown,,Warners Avenue,0.0
12B TRAFALGAR AVENUE,Unknown,,,0.04
31 WINDSOR ROAD,Unknown,,Eastern Valley Way,0.0
34 VICTORIA AVENUE,Unknown,,,0.01
28 VICTORIA AVENUE,Unknown,,,0.01
26 VICTORIA AVENUE,Unknown,,,0.01
98 SYDNEY STREET,Unknown,,Warners Avenue,0.01
4 SUMMERVILLE CRESCENT,Unknown,,,0.01
6 TYNESIDE AVENUE,Unknown,,,0.0
58 TYNESIDE AVENUE,Unknown,,,0.01
57 TYNESIDE AVENUE,Unknown,,,0.01
56 TYNESIDE AVENUE,Unknown,,,0.01
54 TYNESIDE AVENUE,Unknown,,,0.01
53 TYNESIDE AVENUE,Unknown,,,0.01
50 TYNESIDE AVENUE,Unknown,,,0.01
39 TYNESIDE AVENUE,Unknown,,,0.01
38 TYNESIDE AVENUE,Unknown,,,0.01
14 TYNESIDE AVENUE,Unknown,,,0.0
22 HORSLEY AVENUE,Unknown,,,0.01
21 HORSLEY AVENUE,Unknown,,,0.01
18 HORSLEY AVENUE,Unknown,,,0.01
"UNIT 2, 118-122 PACIFIC HIGHWAY",Unknown,,,0.04
1017 PACIFIC HIGHWAY,Unknown,,,0.03
"UNIT 309, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 310, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 137, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 609, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 124, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 218, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 107, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 420, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 410, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 113, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 520, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 106, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 401, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
31 WILLIAM STREET,Unknown,,,0.03
24 BOUNDARY STREET,Unknown,,,0.02
10B THE OUTPOST,Unknown,,,0.0
"UNIT 612, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 315, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 114, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 132, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 209, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 110, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 201, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 306, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 413, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 109, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 507, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
81 EASTERN VALLEY WAY,Unknown,,Eastern Valley Way,0.0
"UNIT 2, 69 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
"UNIT 1, 69 EASTERN VALLEY WAY",Unknown,,Morotai Crescent,0.0
287 EASTERN VALLEY WAY,Unknown,,,0.01
241 EASTERN VALLEY WAY,Unknown,,,0.0
233 EASTERN VALLEY WAY,Unknown,,,0.0
231 EASTERN VALLEY WAY,Unknown,,,0.0
229 EASTERN VALLEY WAY,Unknown,,,0.0
227 EASTERN VALLEY WAY,Unknown,,,0.0
217 EASTERN VALLEY WAY,Unknown,,,0.0
89 EASTERN VALLEY WAY,Unknown,,,0.0
8 CEVU AVENUE,Unknown,,Warners Avenue,0.0
50 MOWBRAY PLACE,Unknown,,Morotai Crescent,0.0
"UNIT 7, 3 THE POSTERN",Unknown,,,0.0
42A EDINBURGH ROAD,Unknown,,Warners Avenue,0.0
5A VICTORIA STREET,Unknown,,,0.03
13 TUNKS STREET,Unknown,,Sailors Bay Track,0.0
"SUITE 3, 54-56 STRATHALLEN AVENUE",Unknown,,Morotai Crescent,0.01
"UNIT 302, 54-56 STRATHALLEN AVENUE",Unknown,,Morotai Crescent,0.01
6 WIDGIEWA ROAD,Unknown,,,0.0
30-34 OAKVILLE ROAD,Unknown,,Warners Avenue,0.01
5 OAKVILLE ROAD,Unknown,,Warners Avenue,0.01
6 BYORA CRESCENT,Unknown,,,0.0
16 BYORA CRESCENT,Unknown,,,0.0
6 ULRIC LANE,Unknown,,Sailors Bay Track,0.01
"UNIT 43, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 44, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 45, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 46, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 2, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 20, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 21, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 28, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 31, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 32, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 35, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 36, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 38, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 39, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 4, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 41, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 42, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 53, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 54, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 55, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 58, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 59, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 6, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
119 HIGH STREET,Unknown,,Warners Avenue,0.01
5 HORSLEY AVENUE,Unknown,,,0.01
"UNIT 3, 65 STRATHALLEN AVENUE",Unknown,,Sailors Bay Track,0.01
"UNIT 4, 65 STRATHALLEN AVENUE",Unknown,,Sailors Bay Track,0.01
"UNIT 7, 65 STRATHALLEN AVENUE",Unknown,,Sailors Bay Track,0.01
66A STRATHALLEN AVENUE,Unknown,,Morotai Crescent,0.01
151 HIGH STREET,Unknown,,,0.01
149 HIGH STREET,Unknown,,,0.01
143A HIGH STREET,Unknown,,,0.01
"UNIT 61, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 62, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
66 MOWBRAY PLACE,Unknown,,Warners Avenue,0.0
68A MOWBRAY PLACE,Unknown,,Warners Avenue,0.0
68 MOWBRAY PLACE,Unknown,,Warners Avenue,0.0
73 MOWBRAY PLACE,Unknown,,Warners Avenue,0.0
75 MOWBRAY PLACE,Unknown,,Warners Avenue,0.0
77 MOWBRAY PLACE,Unknown,,Warners Avenue,0.0
81 MOWBRAY PLACE,Unknown,,Warners Avenue,0.0
87 MOWBRAY PLACE,Unknown,,Warners Avenue,0.0
1 PENDEY STREET,Unknown,,Morotai Crescent,0.01
2 PENDEY STREET,Unknown,,Morotai Crescent,0.01
218 SYDNEY STREET,Unknown,,,0.01
224 SYDNEY STREET,Unknown,,,0.01
222 SYDNEY STREET,Unknown,,,0.01
48 HOLLY STREET,Unknown,,,0.02
1A GRIFFITH AVENUE,Unknown,,,0.02
"UNIT 1, 99 EASTERN VALLEY WAY",Unknown,,,0.0
"UNIT 2, 99 EASTERN VALLEY WAY",Unknown,,,0.0
"UNIT 3, 99 EASTERN VALLEY WAY",Unknown,,,0.0
"UNIT 5, 99 EASTERN VALLEY WAY",Unknown,,,0.0
"UNIT 7, 99 EASTERN VALLEY WAY",Unknown,,,0.0
"UNIT 8, 99 EASTERN VALLEY WAY",Unknown,,,0.0
10-10A DEEPWATER ROAD,Unknown,,,0.02
74 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
20 NAROOMA ROAD,Unknown,,,0.0
22 NAROOMA ROAD,Unknown,,,0.0
23 NAROOMA ROAD,Unknown,,,0.0
24 NAROOMA ROAD,Unknown,,,0.0
25 NAROOMA ROAD,Unknown,,,0.0
26 NAROOMA ROAD,Unknown,,,0.0
31 NAROOMA ROAD,Unknown,,,0.0
33 NAROOMA ROAD,Unknown,,,0.0
35 NAROOMA ROAD,Unknown,,,0.0
36 NAROOMA ROAD,Unknown,,Sailors Bay Track,0.0
38 NAROOMA ROAD,Unknown,,Sailors Bay Track,0.0
214-216 SYDNEY STREET,Unknown,,,0.01
6 VICTORIA STREET,Unknown,,,0.03
15 WARRANE ROAD,Unknown,,,0.01
24 GOLFERS LANE,Unknown,,,0.03
"UNIT 9, 77 WARRANE ROAD",Unknown,,,0.01
"UNIT 14, 77 WARRANE ROAD",Unknown,,,0.01
"UNIT 4, 77 WARRANE ROAD",Unknown,,,0.01
"UNIT 5, 77 WARRANE ROAD",Unknown,,,0.01
"UNIT 6, 77 WARRANE ROAD",Unknown,,,0.01
"UNIT 7, 77 WARRANE ROAD",Unknown,,,0.01
62 DEEPWATER ROAD,Unknown,,,0.01
64-66 DEEPWATER ROAD,Unknown,,,0.01
193A EASTERN VALLEY WAY,Unknown,,,0.0
"UNIT 5, 3 THE POSTERN",Unknown,,,0.0
"UNIT 2, 42 FRENCHS ROAD",Unknown,,Morotai Crescent,0.01
50 FRENCHS ROAD,Unknown,,Warners Avenue,0.01
3B LUCKNOW STREET,Unknown,,Warners Avenue,0.01
127 HIGH STREET,Unknown,,Warners Avenue,0.01
95 HIGH STREET,Unknown,,Warners Avenue,0.0
"UNIT 10, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 12, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 14, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 2, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 6, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 7, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 8, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 9, 6 VICTORIA STREET",Unknown,,,0.03
"UNIT 5, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 4, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 205, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 110, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 102, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 309, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 401, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 310, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 208, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 205, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 308, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 7, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 107, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 108, 5 VICTORIA STREET",Unknown,,,0.03
"UNIT 1, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 306, 5 VICTORIA STREET",Unknown,,,0.03
"UNIT 3, 5 VICTORIA STREET",Unknown,,,0.03
"UNIT 8, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 303, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 1, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 208, 1 VICTORIA STREET",Unknown,,,0.03
1C MABEL STREET,Unknown,,Warners Avenue,0.01
35 ASHLEY STREET,Unknown,,,0.02
37 ASHLEY STREET,Unknown,,,0.02
"LEVEL 1, 54 PENSHURST STREET",Unknown,,Warners Avenue,0.01
36A BELLAMBI STREET,Unknown,,Sailors Bay Track,0.0
8 LUCKNOW STREET,Unknown,,Warners Avenue,0.01
1A MABEL STREET,Unknown,,Warners Avenue,0.01
1 MABEL STREET,Unknown,,Warners Avenue,0.01
10A MABEL STREET,Unknown,,Warners Avenue,0.01
11 MABEL STREET,Unknown,,Warners Avenue,0.01
13 MABEL STREET,Unknown,,Warners Avenue,0.01
12 PENSHURST STREET,Unknown,,Warners Avenue,0.01
124 PENSHURST STREET,Unknown,,Warners Avenue,0.01
48 HECTOR ROAD,Unknown,,Warners Avenue,0.01
51 HECTOR ROAD,Unknown,,Warners Avenue,0.01
20 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
24 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
26 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
27 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
28 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
3 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
34 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
35 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
"UNIT 1, 39 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 3, 39 FRENCHS ROAD",Unknown,,Warners Avenue,0.01
"UNIT 15, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 150, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 113, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 119, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 121, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 122, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 123, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 124, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 127, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
26 LUCKNOW STREET,Unknown,,Warners Avenue,0.02
28 LUCKNOW STREET,Unknown,,Warners Avenue,0.02
29 LUCKNOW STREET,Unknown,,Warners Avenue,0.02
3 LUCKNOW STREET,Unknown,,Warners Avenue,0.01
31 LUCKNOW STREET,Unknown,,Warners Avenue,0.02
